A,B,C
0.589305809483,45.32733,0.31478
0.281835212827,44.51848,0.07224
0.156123059884,44.32612,0.01430
0.391727116072,44.69770,0.00526
1.5299682248,44.30242,0.01505
0.179344926967,44.83574,0.05485
0.456956251838,44.57033,0.17767
0.216112000159,44.30397,0.01228
1.28785797912,44.43193,0.06483
0.197198632247,44.75459,0.12151
0.518684822856,44.69916,0.00716
0.18657978743,44.88584,0.00441
0.251867814481,44.43886,0.04585
0.61252625551,44.10607,0.01557
0.0727951398905,44.28278,0.01757
0.826102261372,45.03406,0.09969
0.247466385466,44.28599,0.01597
0.0934188377299,44.51935,0.04301
0.950570220047,44.25256,0.10655
,44.13888,0.00574
0.457643354167,44.97359,0.00946
0.512661278013,44.90593,0.06272
1.33115640777,45.67979,0.04363
0.253411523157,44.45743,0.15649
0.378211963585,44.54183,0.15627
0.26156453166,44.59501,0.01820
0.410287940216,44.69004,0.12009
1.23866803462,44.78482,0.06524
0.419052106761,45.22008,0.00226
0.729484359749,44.67030,0.03193
0.183715181535,44.23784,0.03453
0.262367233834,44.59427,0.01393
0.839896175287,44.80879,0.10226
0.218335564892,44.75154,0.03959
0.297237562695,44.08426,0.00873
0.383292403902,44.34647,0.03277
1.00526100455,44.41080,0.01227
0.124331925792,44.44258,0.00593
0.389776569913,44.48394,0.15534
0.359665285554,45.03598,0.02793
1.78254195914,44.61065,0.02132
0.220436135596,44.70652,0.13905
0.245100454192,44.83296,0.01951
0.108757699368,44.32271,0.06382
0.617274877691,44.84746,0.00146
0.159126003051,44.66365,0.03441
0.0948283494339,44.76287,0.06689
0.101819894707,45.10199,0.00391
0.986991523248,44.64622,0.00626
0.362974630136,44.87745,0.06418
0.189068114008,44.09679,0.00879
0.523181278463,44.27269,0.00944
1.41722167734,44.44430,0.08075
0.160224303461,44.93558,0.01528
0.47642144321,44.09816,0.00921
1.03595039481,44.33125,0.02216
0.297743253702,44.44104,0.01539
0.371207878129,44.33125,0.02216
0.648853605577,44.44104,0.01539
0.552264264226,44.88637,0.11872
0.610336297923,44.30239,0.05533
1.77283812616,44.22117,0.12941
0.333130732293,44.76188,0.11883
0.227290874281,45.09383,0.02369
0.214806907959,44.44021,0.05336
0.296195635264,44.54921,0.06313
0.297004961985,44.65970,0.01427
0.346185819444,44.79900,0.00287
0.184894826635,44.18964,0.16066
0.178558031324,44.25669,0.01856
0.58356319453,44.35819,0.03576
0.646706937419,44.91202,0.08730
0.262367233834,45.05713,0.05654
0.839896175287,44.56043,0.21451
0.218335564892,44.78145,0.09942
1.00526100455,44.77507,0.07369
0.124331925792,44.36424,0.00708
0.389776569913,44.17580,0.04911
1.78254195914,44.40151,0.00523
0.220436135596,44.20654,0.02390
0.245100454192,44.59746,0.00671
0.108757699368,44.17015,0.06091
0.617274877691,44.31297,0.01773
0.159126003051,44.52867,0.01500
0.0948283494339,44.68251,0.01940
,,
0.101819894707,,
1.78414507666,,
0.151232126266,,
0.0991770432135,,
0.163497847774,,
0.409373030149,,
1.50069829407,,
