A,B,C
5.71580956338,45.32733,0.31478
2.63759170408,44.51848,0.07224
0.531011127983,44.32612,0.01430
0.183625367232,44.69770,0.00526
7.92889241052,44.30242,0.01505
0.197091543499,44.83574,0.05485
1.71559445493,44.57033,0.17767
0.246670043675,44.30397,0.01228
6.28434882073,44.43193,0.06483
2.70575271896,44.75459,0.12151
3.47393705214,44.69916,0.00716
3.17103819452,44.88584,0.00441
0.920595294757,44.43886,0.04585
0.420069972529,44.10607,0.01557
1.87073918033,44.28278,0.01757
3.40150502785,45.03406,0.09969
4.23027439225,44.28599,0.01597
1.57355351302,44.51935,0.04301
2.72470436521,44.25256,0.10655
0.251563726216,44.13888,0.00574
3.78083155184,44.97359,0.00946
0.298258874578,44.90593,0.06272
0.940077940158,45.67979,0.04363
3.72911413065,44.45743,0.15649
35.6088584388,44.54183,0.15627
0.414673290306,44.59501,0.01820
1.46086007282,44.69004,0.12009
7.69095769606,44.78482,0.06524
1.24306533433,45.22008,0.00226
0.0337337548785,44.67030,0.03193
1.6596225782,44.23784,0.03453
1.23315715872,44.59427,0.01393
3.33811137845,44.80879,0.10226
0.15103812421,44.75154,0.03959
0.557905346305,44.08426,0.00873
0.390857721762,44.34647,0.03277
0.278674855192,44.41080,0.01227
1.36424798622,44.44258,0.00593
0.218156306871,44.48394,0.15534
1.15537753889,45.03598,0.02793
1.76588785742,44.61065,0.02132
1.67676802858,44.70652,0.13905
0.163834540668,44.83296,0.01951
9.94806325793,44.32271,0.06382
0.418351791642,44.84746,0.00146
0.210566072362,44.66365,0.03441
0.885256785194,44.76287,0.06689
,45.10199,0.00391
1.72924234752,44.64622,0.00626
0.160813836752,44.87745,0.06418
0.571004530939,44.09679,0.00879
0.418288080817,44.27269,0.00944
0.589198715027,44.44430,0.08075
0.801019284981,44.93558,0.01528
4.50453014228,44.09816,0.00921
3.99418379745,44.33125,0.02216
4.04391947651,44.44104,0.01539
1.15910056487,44.33125,0.02216
2.00368680564,44.44104,0.01539
0.976539113985,44.88637,0.11872
2.77345360683,44.30239,0.05533
4.37524406474,44.22117,0.12941
0.164498063033,44.76188,0.11883
2.75764053145,45.09383,0.02369
0.106426510944,44.44021,0.05336
1.66624882411,44.54921,0.06313
1.03998727677,44.65970,0.01427
0.327799506171,44.79900,0.00287
1.58393407204,44.18964,0.16066
0.0472846294707,44.25669,0.01856
0.812140362812,44.35819,0.03576
0.425009366775,44.91202,0.08730
3.29439082232,45.05713,0.05654
6.34438182912,44.56043,0.21451
3.42694705695,44.78145,0.09942
0.739035758565,44.77507,0.07369
0.113311170323,44.36424,0.00708
0.562392474093,44.17580,0.04911
0.297777236187,44.40151,0.00523
,44.20654,0.02390
,44.59746,0.00671
,44.17015,0.06091
,44.31297,0.01773
,44.52867,0.01500
,44.68251,0.01940
