A,B,C
0.783238250496,45.32733,0.31478
1.91005349201,44.51848,0.07224
0.0430599293613,44.32612,0.01430
0.0825136888195,44.69770,0.00526
0.418695369789,44.30242,0.01505
0.105249436338,44.83574,0.05485
0.639179998971,44.57033,0.17767
0.11635376855,44.30397,0.01228
1.62911435303,44.43193,0.06483
0.992124260985,44.75459,0.12151
1.61047820847,44.69916,0.00716
0.0331338746695,44.88584,0.00441
0.479907260564,44.43886,0.04585
0.507826675173,44.10607,0.01557
3.59411657572,44.28278,0.01757
1.8302102174,45.03406,0.09969
3.70562601252,44.28599,0.01597
0.960969278232,44.51935,0.04301
0.276273062426,44.25256,0.10655
0.103355861017,44.13888,0.00574
1.28606896718,44.97359,0.00946
0.19706228008,44.90593,0.06272
0.462994064804,45.67979,0.04363
0.972193424393,44.45743,0.15649
2.37536923601,44.54183,0.15627
0.183977235834,44.59501,0.01820
0.206263431466,44.69004,0.12009
3.69275807658,44.78482,0.06524
0.515598942241,45.22008,0.00226
0.878771300738,44.67030,0.03193
1.66551937223,44.23784,0.03453
0.342615264672,44.59427,0.01393
0.0805334340935,44.80879,0.10226
0.182517416566,44.75154,0.03959
0.0353013241689,44.08426,0.00873
0.505105708275,44.34647,0.03277
0.274081512404,44.41080,0.01227
0.408392836705,44.44258,0.00593
0.129243756101,44.48394,0.15534
0.592435994096,45.03598,0.02793
0.239073472886,44.61065,0.02132
0.0822001844274,44.70652,0.13905
0.0489114216185,44.83296,0.01951
1.15557498638,44.32271,0.06382
0.824755951046,44.84746,0.00146
0.309149001398,44.66365,0.03441
0.192068283617,44.76287,0.06689
1.39539932508,45.10199,0.00391
0.186391948129,44.64622,0.00626
0.145732969927,44.87745,0.06418
0.246534134702,44.09679,0.00879
1.85777204771,44.27269,0.00944
0.209066579996,44.44430,0.08075
2.95716543988,44.93558,0.01528
2.56438059782,44.09816,0.00921
0.113511365588,44.33125,0.02216
1.92492269835,44.44104,0.01539
3.73971616512,44.33125,0.02216
1.88236144006,44.44104,0.01539
1.68238097956,44.88637,0.11872
1.95910159862,44.30239,0.05533
0.214844762405,44.22117,0.12941
0.908732474602,44.76188,0.11883
2.88303708027,45.09383,0.02369
0.587025047104,44.44021,0.05336
3.0952665125,44.54921,0.06313
0.161633027774,44.65970,0.01427
3.11669238865,44.79900,0.00287
0.717315358168,44.18964,0.16066
0.607640324527,44.25669,0.01856
1.53766021765,44.35819,0.03576
0.198962294816,44.91202,0.08730
0.918929393545,45.05713,0.05654
0.21297666765,44.56043,0.21451
0.108969117589,44.78145,0.09942
0.937580047341,44.77507,0.07369
2.8077014538,44.36424,0.00708
2.59851131509,44.17580,0.04911
4.40995989067,44.40151,0.00523
0.707020789562,44.20654,0.02390
0.214623666924,44.59746,0.00671
2.05219810951,44.17015,0.06091
1.33778218988,44.31297,0.01773
,44.52867,0.01500
,44.68251,0.01940
