A,B,C,D
0.020373829875,0.217541980094,45.32733,0.31478
0.0191466326844,0.245627662939,44.51848,0.07224
0.000346796021967,0.00731336964878,44.32612,0.01430
1.53999685612e-05,0.018346185276,44.69770,0.00526
,,44.30242,0.01505
0.000169923222468,0.00305527901916,44.83574,0.05485
0.00695279144252,0.503600459033,44.57033,0.17767
0.00013332512667,0.00519442464067,44.30397,0.01228
0.0677639922425,0.49636392671,44.43193,0.06483
0.0216251268867,0.227339608489,44.75459,0.12151
0.0226656098974,0.368844573558,44.69916,0.00716
0.00168202898565,0.298337873025,44.88584,0.00441
0.000366438854574,0.17458054161,44.43886,0.04585
0.000276953031237,0.0241349458468,44.10607,0.01557
0.015655878293,0.249361486993,44.28278,0.01757
0.0122024673683,0.240846518151,45.03406,0.09969
0.0326355914492,0.481252355821,44.28599,0.01597
0.000576289834129,0.196041556616,44.51935,0.04301
0.00833948631846,0.322689176105,44.25256,0.10655
7.94588458291e-05,0.0188166829918,44.13888,0.00574
0.0108471127711,0.288358929484,44.97359,0.00946
1.10905947522e-06,0.0782695246194,44.90593,0.06272
0.000352289997599,0.14674146251,45.67979,0.04363
0.000276953031237,0.0241349458468,44.45743,0.15649
0.015655878293,0.249361486993,44.54183,0.15627
0.0122024673683,0.240846518151,44.59501,0.01820
0.0326355914492,0.481252355821,44.69004,0.12009
0.000576289834129,0.196041556616,44.78482,0.06524
0.00833948631846,0.322689176105,45.22008,0.00226
7.94588458291e-05,0.0188166829918,44.67030,0.03193
0.0108471127711,0.288358929484,44.23784,0.03453
1.10905947522e-06,0.0782695246194,44.59427,0.01393
0.000352289997599,0.14674146251,44.80879,0.10226
0.0618574827414,0.375655548384,44.75154,0.03959
6.50594124686e-06,52.8114398113,44.08426,0.00873
8.50596620144e-05,0.124474716717,44.34647,0.03277
0.0200806675851,0.370138710713,44.41080,0.01227
0.0457229792057,0.553968527533,44.44258,0.00593
0.000944329863002,0.0921274251345,44.48394,0.15534
2.24848289877e-05,0.0793025090485,45.03598,0.02793
0.00611809706566,0.242572461474,44.61065,0.02132
0.0163074982338,0.198728122015,44.70652,0.13905
0.0265172313009,0.416875901881,44.83296,0.01951
2.96226877163e-05,0.0554535423327,44.32271,0.06382
7.03180459488e-17,0.0305428818038,44.84746,0.00146
0.000474942806418,0.0229063301316,44.66365,0.03441
4.05699044045e-27,0.160533312115,44.76287,0.06689
0.000139513783677,0.0138501179868,45.10199,0.00391
0.00128909969689,0.0729209349878,44.64622,0.00626
0.000114031621472,0.0413861933483,44.87745,0.06418
0.00133753492437,0.207304492574,44.09679,0.00879
0.009586942583,0.0405561787974,44.27269,0.00944
0.00402945589717,0.171718831808,44.44430,0.08075
5.95115559289e-05,0.0046163841258,44.93558,0.01528
0.0419536875344,0.503134903969,44.09816,0.00921
0.000145967646896,0.0663326707761,44.33125,0.02216
9.38620616549e-05,0.0356857639514,44.44104,0.01539
0.000202131397154,0.186114171701,44.33125,0.02216
,,44.44104,0.01539
0.000789208499122,0.00308975168193,44.88637,0.11872
2.00530563333e-05,0.00955184111756,44.30239,0.05533
0.000238245168913,0.128398292458,44.22117,0.12941
0.0132537500166,0.33650984226,44.76188,0.11883
0.000106979382692,0.00940052038028,45.09383,0.02369
0.000894745883303,0.188043612838,44.44021,0.05336
0.000807980816298,0.0738793722886,44.54921,0.06313
0.0249595137268,0.365844259609,44.65970,0.01427
0.0246434234795,0.354930806315,44.79900,0.00287
0.0115853916747,0.340925580753,44.18964,0.16066
0.00123635452242,0.202624606864,44.25669,0.01856
0.00382061338865,0.294283858489,44.35819,0.03576
0.000450773264272,0.0476425700887,44.91202,0.08730
0.00368803905618,0.222806502763,45.05713,0.05654
0.0132511360081,0.203399846481,44.56043,0.21451
3.74419299529e-05,0.00875356515631,44.78145,0.09942
0.00504694095123,0.433145675127,44.77507,0.07369
2.07971250865e-05,0.00841295748383,44.36424,0.00708
0.00384314209595,0.0676286986325,44.17580,0.04911
0.000473641551708,0.123753520418,44.40151,0.00523
0.000125032016091,0.0191407636472,44.20654,0.02390
0.00188642806583,0.286180836181,44.59746,0.00671
1.95898946709e-05,0.00333937289289,44.17015,0.06091
0.000645536160613,0.0492758332137,44.31297,0.01773
0.000796750650374,0.145884296577,44.52867,0.01500
0.0135674767944,0.378377605404,44.68251,0.01940
0.0309169592669,0.389985648632,,
0.0250063196764,0.768520235096,,
0.000611809350723,0.0211870287341,,
1.93416550962e-05,0.0247310858188,,
0.000458683619503,0.110792884909,,
5.0743140552e-05,0.0458915832489,,
